round,labeled_size,mIoU,f1,selection_expected,selection_selected,selection_source,avg_uncertainty,avg_knowledge_gain,lambda_t,lambda_controller,lambda_controller_mode,miou_delta,rollback_flag,experiment
1,239,0.6110579687010977,0.6912108221998298,88.0,88.0,agent,,,,,,,False,full_model_policy_lambda
2,327,0.6972786212597061,0.7874600585210405,88.0,88.0,agent,,,,,,0.08622065255860833,False,full_model_policy_lambda
3,415,0.7106429796781133,0.8002799307410902,88.0,88.0,agent,,,,,,0.013364358418407218,False,full_model_policy_lambda
4,503,0.7355077166844032,0.8237629724822964,88.0,88.0,agent,,,,,,0.024864737006289883,False,full_model_policy_lambda
5,591,0.7375158585624464,0.8252643246098164,88.0,88.0,agent,,,,,,0.0020081418780432125,False,full_model_policy_lambda
6,679,0.7452276857137132,0.8322108635410149,88.0,88.0,agent,,,,,,0.007711827151266837,False,full_model_policy_lambda
7,767,0.7489045570271817,0.8350979690135338,88.0,88.0,agent,,,,,,0.0036768713134684994,False,full_model_policy_lambda
8,855,0.7419456353105541,0.8291130219647029,88.0,88.0,agent,,,,,,-0.006958921716627597,False,full_model_policy_lambda
9,943,0.7543087060237166,0.8399179134653442,88.0,88.0,agent,,,,,,0.01236307071316245,False,full_model_policy_lambda
10,1031,0.7591734934444536,0.843942276046467,88.0,88.0,agent,,,,,,0.004864787420737038,False,full_model_policy_lambda
11,1119,0.7610577219224511,0.8456233965612647,88.0,88.0,agent,,,,,,0.0018842284779975182,False,full_model_policy_lambda
12,1207,0.7628625685986115,0.8471227137382318,88.0,88.0,agent,,,,,,0.001804846676160321,False,full_model_policy_lambda
13,1295,0.7673112238034869,0.8507772461051585,88.0,88.0,agent,,,,,,0.0044486552048754735,False,full_model_policy_lambda
14,1383,0.7601296093704585,0.8446304074870163,88.0,88.0,agent,,,,,,-0.007181614433028449,False,full_model_policy_lambda
15,1383,0.761266939294136,0.8456348913417375,,,,,,,,,0.0011373299236775436,False,full_model_policy_lambda
1,239,0.6098682706970914,0.6887187135801638,88.0,88.0,agent,,,,,,,False,full_model
2,327,0.7030147242380136,0.7931014596432784,88.0,88.0,agent,,,,,,0.09314645354092221,False,full_model
3,415,0.7156008208183676,0.8051367582555995,88.0,88.0,agent,,,,,,0.012586096580354034,False,full_model
4,503,0.7256966296912707,0.814512867534148,88.0,88.0,agent,,,,,,0.010095808872903067,False,full_model
5,591,0.7421411754484866,0.8296152278031423,88.0,88.0,agent,,,,,,0.016444545757215878,False,full_model
6,679,0.7492146967093931,0.8355762527250177,88.0,88.0,agent,,,,,,0.007073521260906546,False,full_model
7,767,0.7450337552705645,0.8319055073135674,88.0,88.0,agent,,,,,,-0.004180941438828634,False,full_model
8,855,0.7582443162402588,0.8434094415965836,88.0,88.0,agent,,,,,,0.013210560969694307,False,full_model
9,943,0.7525954595252686,0.8383556120796245,88.0,88.0,agent,,,,,,-0.005648856714990158,False,full_model
10,1031,0.7566838381739104,0.8419709621766778,88.0,88.0,agent,,,,,,0.004088378648641755,False,full_model
11,1119,0.7550434034743183,0.8404053603277633,88.0,88.0,agent,,,,,,-0.0016404346995920749,False,full_model
12,1207,0.7577929459258763,0.8428468055690483,88.0,88.0,agent,,,,,,0.002749542451558007,False,full_model
13,1295,0.7635728777167855,0.8476981937334189,88.0,88.0,agent,,,,,,0.005779931790909187,False,full_model
14,1383,0.7604895048608498,0.8449891956669592,88.0,88.0,agent,,,,,,-0.00308337285593574,False,full_model
15,1383,0.7664824411518785,0.8501257080486722,,,,,,,,,0.005992936291028705,False,full_model
1,239,0.6103562151498977,0.68919352835603,88.0,88.0,pipeline,0.20912233360354116,0.6703199599771313,1.0,,,,False,knowledge_only
2,327,0.6830883947025437,0.7734002955078193,88.0,88.0,pipeline,0.16129552554755533,0.5261513008555858,1.0,,,0.07273217955264599,False,knowledge_only
3,415,0.6917778808969905,0.7830480719298891,88.0,88.0,pipeline,0.1019760055166573,0.8273783987855723,1.0,,,0.008689486194446872,False,knowledge_only
4,503,0.7111927051571879,0.8014821951612029,88.0,88.0,pipeline,0.1447572548004726,0.8360126501050179,1.0,,,0.01941482426019736,False,knowledge_only
5,591,0.72143360834423,0.8109790289588977,88.0,88.0,pipeline,0.10983157887319397,0.8095057959127303,1.0,,,0.010240903187042072,False,knowledge_only
6,679,0.7288717037963789,0.8177277078909553,88.0,88.0,pipeline,0.07132230898232686,0.693331927567938,1.0,,,0.007438095452148907,False,knowledge_only
7,767,0.7235354715376526,0.8124630106157225,88.0,88.0,pipeline,0.12322762638049886,0.4248673359269541,1.0,,,-0.005336232258726259,False,knowledge_only
8,855,0.7334729160909809,0.8218836910965964,88.0,88.0,pipeline,0.32668668351981867,0.7757167815960067,1.0,,,0.009937444553328234,False,knowledge_only
9,943,0.7370373839776023,0.825048591737487,88.0,88.0,pipeline,0.08810603592099266,0.6973455003075825,1.0,,,0.0035644678866214585,False,knowledge_only
10,1031,0.7341429836372393,0.8224576216596724,88.0,88.0,pipeline,0.05530557939285206,0.7543989147548625,1.0,,,-0.0028944003403630347,False,knowledge_only
11,1119,0.7431494328381282,0.8305867687256996,88.0,88.0,pipeline,0.04251954167884313,0.7170488595106401,1.0,,,0.009006449200888889,False,knowledge_only
12,1207,0.7428979144399347,0.8304777531213517,88.0,88.0,pipeline,0.03738415115370049,0.7832059583006618,1.0,,,-0.0002515183981934843,False,knowledge_only
13,1295,0.7396525967241521,0.8270199192385868,88.0,88.0,pipeline,0.00837897982064299,0.718656895688321,1.0,,,-0.003245317715782625,False,knowledge_only
14,1383,0.7499579358088988,0.8362132417549992,88.0,88.0,pipeline,0.2820869173802892,0.7417143212137919,1.0,,,0.010305339084746734,False,knowledge_only
15,1383,0.7474098069760617,0.8338644601450196,,,,,,,,,-0.00254812883283706,False,knowledge_only
1,239,0.6293466248249774,0.7134661018057546,88.0,88.0,pipeline,0.6836075528742375,0.5267782320043154,0.11889223183479587,,,,False,no_agent
2,327,0.6981105009786561,0.7885326096859644,88.0,88.0,pipeline,0.8094685432939137,0.4778113834442271,0.15273641036017332,,,0.06876387615367874,False,no_agent
3,415,0.7038145443481276,0.793776720643588,88.0,88.0,pipeline,0.49436342462727584,0.41368586775184096,0.19409252383595485,,,0.005704043369471501,False,no_agent
4,503,0.7396288878824371,0.8272133479970115,88.0,88.0,pipeline,0.8008773158076413,0.3279825362032701,0.24342924794649418,,,0.035814343534309456,False,no_agent
5,591,0.7388660472861821,0.8265124957480797,88.0,88.0,pipeline,0.7006815257025107,0.3549083110453853,0.30062877905789925,,,-0.0007628405962549767,False,no_agent
6,679,0.7424704009921048,0.8297697864321265,88.0,88.0,pipeline,0.6379061442766338,0.25699788300271514,0.3647882843632412,,,0.0036043537059227138,False,no_agent
7,767,0.7447906598211165,0.8322019482013223,88.0,88.0,pipeline,0.4309626042621808,0.5296737816421014,0.43414065752327885,,,0.0023202588290116566,False,no_agent
8,855,0.7478922436271527,0.8343336702985444,88.0,88.0,pipeline,0.5373222277467755,0.6100778547593692,0.5061715101293223,,,0.003101583806036201,False,no_agent
9,943,0.7414505254371332,0.8286106208215167,88.0,88.0,pipeline,0.4598193038132361,0.6063602275421179,0.5779470674867907,,,-0.006441718190019485,False,no_agent
10,1031,0.7540266931195319,0.8395354319841455,88.0,88.0,pipeline,0.6654379936429347,0.5551419341648274,0.6465745196271029,,,0.012576167682398665,False,no_agent
11,1119,0.7627335178304326,0.8468963617238177,88.0,88.0,pipeline,0.17769587524303515,0.8377010876725941,0.709649022046772,,,0.008706824710900785,False,no_agent
12,1207,0.7565383140852675,0.8416886772054917,88.0,88.0,pipeline,0.24624038302843917,0.6683737614320273,0.76554858589355,,,-0.006195203745165134,False,no_agent
13,1295,0.7564762160514459,0.8416586294516686,88.0,88.0,pipeline,0.18609196677583648,0.7857347025944977,0.8135142414302772,,,-6.20980338216226e-05,False,no_agent
14,1383,0.7525918541395675,0.8383987812896728,88.0,88.0,pipeline,0.18133068778212513,0.655905688263739,0.853544094976487,,,-0.0038843619118783534,False,no_agent
15,1383,0.7578710702746443,0.842810426510359,,,,,,,,,0.005279216135076759,False,no_agent
1,239,0.5810436072918077,0.6511022104298464,88.0,88.0,agent,,,,,,,False,no_cold_start
2,327,0.7044887314193752,0.7950399979827769,88.0,88.0,agent,,,,,,0.12344512412756747,False,no_cold_start
3,415,0.695404783075028,0.7854803417187313,88.0,88.0,agent,,,,,,-0.009083948344347226,False,no_cold_start
4,503,0.7235859994810723,0.8125195158115528,88.0,88.0,agent,,,,,,0.028181216406044318,False,no_cold_start
5,591,0.7430016135609909,0.8302944156399076,88.0,88.0,agent,,,,,,0.019415614079918653,False,no_cold_start
6,679,0.7321720676094605,0.8204219453296195,88.0,88.0,agent,,,,,,-0.010829545951530406,False,no_cold_start
7,767,0.755149783876965,0.8408733110494853,88.0,88.0,agent,,,,,,0.022977716267504444,False,no_cold_start
8,855,0.7557315587449123,0.8409927537037443,88.0,88.0,agent,,,,,,0.0005817748679473045,False,no_cold_start
9,943,0.7482975389627361,0.8346677005314604,88.0,88.0,agent,,,,,,-0.007434019782176171,False,no_cold_start
10,1031,0.7536359492929949,0.8391839062244298,88.0,88.0,agent,,,,,,0.005338410330258836,False,no_cold_start
11,1119,0.7624439635425098,0.8468427769962397,88.0,88.0,agent,,,,,,0.008808014249514828,False,no_cold_start
12,1207,0.7592803328708777,0.8440644905308963,88.0,88.0,agent,,,,,,-0.003163630671632056,False,no_cold_start
13,1295,0.7640670914644537,0.8480233360293135,88.0,88.0,agent,,,,,,0.004786758593576024,False,no_cold_start
14,1383,0.7564714144360953,0.8416910005836268,88.0,88.0,agent,,,,,,-0.007595677028358394,False,no_cold_start
15,1383,0.764199010348316,0.8481304607447245,,,,,,,,,0.007727595912220719,False,no_cold_start
1,239,0.632984866075626,0.7172163091269624,88.0,88.0,pipeline,0.4966421113772826,0.36851369437168946,0.11889223183479587,,,,False,no_normalization
2,327,0.7008873364916588,0.7912318048244626,88.0,88.0,pipeline,0.3936708698218519,0.33154783787375147,0.15273641036017332,,,0.06790247041603281,False,no_normalization
3,415,0.7115901494004202,0.8013811428258046,88.0,88.0,pipeline,0.20597358555956322,0.32210225324061786,0.19409252383595485,,,0.010702812908761405,False,no_normalization
4,503,0.7339743630294719,0.8222599213840838,88.0,88.0,pipeline,0.18128088777038184,0.18975573574954813,0.24342924794649418,,,0.02238421362905174,False,no_normalization
5,591,0.7430787405038841,0.8301792763405793,88.0,88.0,pipeline,0.16286097881807524,0.3575277098200538,0.30062877905789925,,,0.009104377474412173,False,no_normalization
6,679,0.7504749074417741,0.8366021775358661,88.0,88.0,pipeline,0.11834385915691117,0.3517381968823346,0.3647882843632412,,,0.007396166937890025,False,no_normalization
7,767,0.7472605762296485,0.8336972758363415,88.0,88.0,pipeline,0.15364161150699313,0.1994372018697587,0.43414065752327885,,,-0.003214331212125665,False,no_normalization
8,855,0.7518352632097158,0.8380745441299406,88.0,88.0,pipeline,0.10541483817029405,0.20222163386642933,0.5061715101293223,,,0.004574686980067355,False,no_normalization
9,943,0.7513225058444594,0.8377406807430117,88.0,88.0,pipeline,0.07877144158225168,0.25506575642661616,0.5779470674867907,,,-0.0005127573652564665,False,no_normalization
10,1031,0.7527805421429505,0.8384498337986162,88.0,88.0,pipeline,0.026928065708489157,0.24844747646288437,0.6465745196271029,,,0.0014580362984911721,False,no_normalization
11,1119,0.7616702956981369,0.8461326670872531,88.0,88.0,pipeline,0.02637716538017478,0.25629395263438876,0.709649022046772,,,0.008889753555186397,False,no_normalization
12,1207,0.7510575144288053,0.8373201826574623,88.0,88.0,pipeline,0.018335548527168365,0.23856681077317757,0.76554858589355,,,-0.010612781269331628,False,no_normalization
13,1295,0.7630694860417628,0.8472163738453439,88.0,88.0,pipeline,0.02941231216589751,0.21272446435283532,0.8135142414302772,,,0.012011971612957528,False,no_normalization
14,1383,0.761355770945978,0.845922975546974,88.0,88.0,pipeline,0.009649362442525506,0.11284227487207814,0.853544094976487,,,-0.0017137150957848846,False,no_normalization
15,1383,0.7569216498369306,0.842018603952726,,,,,,,,,-0.004434121109047395,False,no_normalization
1,239,0.6211902252908014,0.7029457326865123,88.0,88.0,pipeline,0.5601765193238716,0.7009766490386722,0.4832096676969797,0.4832096676969797,random,,False,random_lambda
2,327,0.6942676708312153,0.7843420520333794,88.0,88.0,pipeline,0.7622297060486839,0.3941001157280576,0.051901344888841794,0.051901344888841794,random,0.07307744554041395,False,random_lambda
3,415,0.7299099427706875,0.818436219011409,88.0,88.0,pipeline,0.1454558734872616,0.79368955871436,0.8399926496527784,0.8399926496527784,random,0.035642271939472225,False,random_lambda
4,503,0.7297923418656621,0.818526554964758,88.0,88.0,pipeline,0.7477870466135371,0.34376652369315647,0.004569871476571508,0.004569871476571508,random,-0.00011760090502543896,False,random_lambda
5,591,0.7312623136273189,0.8195181918678901,88.0,88.0,pipeline,0.5360763587633222,0.4377438314504559,0.21396009051091236,0.21396009051091236,random,0.001469971761656752,False,random_lambda
6,679,0.7356862037831355,0.8235162816999749,88.0,88.0,pipeline,0.3673768635300498,0.4993169970044129,0.6574603191417218,0.6574603191417218,random,0.004423890155816679,False,random_lambda
7,767,0.7474264977995329,0.8341121066475035,88.0,88.0,pipeline,0.6525818679674515,0.26302816845965843,0.3302995125960577,0.3302995125960577,random,0.011740294016397312,False,random_lambda
8,855,0.7556786030761549,0.841224681472591,88.0,88.0,pipeline,0.09752853198632212,0.8302839140718671,0.8736348675205812,0.8736348675205812,random,0.008252105276622013,False,random_lambda
9,943,0.7565582697799368,0.8418200523249961,88.0,88.0,pipeline,0.7096384176311453,0.44960645824286444,0.13923022586485811,0.13923022586485811,random,0.0008796667037819228,False,random_lambda
10,1031,0.7556903539427429,0.8410021725932539,88.0,88.0,pipeline,0.1863147264518373,0.6687490454551267,0.8360368783208842,0.8360368783208842,random,-0.0008679158371939222,False,random_lambda
11,1119,0.7620803950593685,0.8466500349540405,88.0,88.0,pipeline,0.023599821281709243,0.6842797447135807,0.9716178137586486,0.9716178137586486,random,0.0063900411166256665,False,random_lambda
12,1207,0.7627499277707235,0.8471488775677638,88.0,88.0,pipeline,0.2362110396801878,0.7725398583455276,0.8148746133772518,0.8148746133772518,random,0.0006695327113549476,False,random_lambda
13,1295,0.7546992747164403,0.8401142948286685,88.0,88.0,pipeline,0.6838850437238009,0.1745151125988533,0.628980641215462,0.628980641215462,random,-0.008050653054283208,False,random_lambda
14,1383,0.7538118087071116,0.8395194525750465,88.0,88.0,pipeline,0.20646334328119484,0.7921650005600788,0.9179541838959525,0.9179541838959525,random,-0.0008874660093286524,False,random_lambda
15,1383,0.7567529590770139,0.8420101538459643,,,,,,,,,0.002941150369902279,False,random_lambda
1,239,0.6092095995155525,0.6878306298924629,88.0,88.0,pipeline,0.6998172428310974,0.4653313555060025,0.5,0.5,rule_based,,False,rule_based_controller_r1
2,327,0.7099996150383417,0.7999307432303283,88.0,88.0,pipeline,0.5501944575371008,0.6494169768271845,0.55,0.55,rule_based,0.10079001552278921,False,rule_based_controller_r1
3,415,0.7097755763656254,0.7996796217326416,88.0,88.0,pipeline,0.7150985386677701,0.4625832319550918,0.45000000000000007,0.45000000000000007,rule_based,-0.00022403867271636457,False,rule_based_controller_r1
4,503,0.7275293004607024,0.8162559977350361,88.0,88.0,pipeline,0.48571229973184626,0.5913063101020885,0.5000000000000001,0.5000000000000001,rule_based,0.017753724095077028,False,rule_based_controller_r1
5,591,0.7372503250357829,0.825062632030131,88.0,88.0,pipeline,0.4123389816806945,0.7909387418949438,0.5500000000000002,0.5500000000000002,rule_based,0.009721024575080506,False,rule_based_controller_r1
6,679,0.7349238248344963,0.8228713820923264,88.0,88.0,pipeline,0.6278619206139652,0.5389122422110748,0.4500000000000002,0.4500000000000002,rule_based,-0.002326500201286663,False,rule_based_controller_r1
7,767,0.7512412414402743,0.8372734852559296,88.0,88.0,pipeline,0.6986146834036506,0.44466595201702236,0.5000000000000002,0.5000000000000002,rule_based,0.016317416605778012,False,rule_based_controller_r1
8,855,0.7558132324522284,0.8411011625016086,88.0,88.0,pipeline,0.7085033731835785,0.5507628892871026,0.5500000000000003,0.5500000000000003,rule_based,0.004571991011954157,False,rule_based_controller_r1
9,943,0.7521995805529771,0.8380596751133943,88.0,88.0,pipeline,0.5889032333643777,0.36102483949592945,0.4500000000000003,0.4500000000000003,rule_based,-0.0036136518992513356,False,rule_based_controller_r1
10,1031,0.7480751802441773,0.8343850319016921,88.0,88.0,pipeline,0.3783391922171123,0.564213526680205,0.3500000000000003,0.3500000000000003,rule_based,-0.004124400308799792,False,rule_based_controller_r1
11,1119,0.7614238228672103,0.8459508630485092,88.0,88.0,pipeline,0.2649862716116839,0.6979149967062039,0.4000000000000003,0.4000000000000003,rule_based,0.013348642623033036,False,rule_based_controller_r1
12,1207,0.7594527307955039,0.8441599007569782,88.0,88.0,pipeline,0.921681253726531,0.08965846458260235,0.30000000000000027,0.30000000000000027,rule_based,-0.001971092071706426,False,rule_based_controller_r1
13,1295,0.7507856384472791,0.8366874361662109,88.0,88.0,pipeline,0.6189867450642332,0.5647453435068599,0.20000000000000026,0.20000000000000026,rule_based,-0.008667092348224825,False,rule_based_controller_r1
14,1383,0.7513908036068073,0.8376180444922638,88.0,88.0,pipeline,0.6918864115538215,0.46595633782181345,0.2500000000000003,0.2500000000000003,rule_based,0.0006051651595282426,False,rule_based_controller_r1
15,1383,0.7627291456121477,0.8469452545636043,,,,,,,,,0.01133834200534034,False,rule_based_controller_r1
1,239,0.5933730437520865,0.6666345433621805,88.0,88.0,pipeline,0.6621221775532043,0.3693211312246266,0.2,0.2,rule_based,,False,rule_based_controller_r2
2,327,0.703269362149195,0.7932305457826507,88.0,88.0,pipeline,0.7033018019024926,0.36487440119407794,0.2,0.2,rule_based,0.10989631839710845,False,rule_based_controller_r2
3,415,0.7142315363230438,0.8040595259863472,88.0,88.0,pipeline,0.5480943001591183,0.43218731006114053,0.2,0.2,rule_based,0.010962174173848815,False,rule_based_controller_r2
4,503,0.7298075330961696,0.8184251267712581,88.0,88.0,pipeline,0.7699120310131581,0.49252390689770903,0.5,0.5,rule_based,0.015575996773125822,False,rule_based_controller_r2
5,591,0.7454565630229042,0.8324355680087967,88.0,88.0,pipeline,0.45733368249119954,0.6682248247927277,0.5,0.5,rule_based,0.01564902992673456,False,rule_based_controller_r2
6,679,0.7480884739127605,0.8345148038077803,88.0,88.0,pipeline,0.4692433841479907,0.5470924401761162,0.5,0.5,rule_based,0.0026319108898562593,False,rule_based_controller_r2
7,767,0.7355337804474703,0.8235172789731504,88.0,88.0,pipeline,0.33806320652268873,0.5380837165713882,0.5,0.5,rule_based,-0.012554693465290145,False,rule_based_controller_r2
8,855,0.7521889852051653,0.8382440198153007,88.0,88.0,pipeline,0.08791427310560335,0.7914332386280892,0.8,0.8,rule_based,0.016655204757694997,False,rule_based_controller_r2
9,943,0.7406534725473803,0.8280638381451779,88.0,88.0,pipeline,0.14293364485038884,0.6670451026835926,0.8,0.8,rule_based,-0.011535512657784963,False,rule_based_controller_r2
10,1031,0.7517131459993431,0.8376839384153962,88.0,88.0,pipeline,0.25020727031241846,0.7621482970107274,0.8,0.8,rule_based,0.011059673451962793,False,rule_based_controller_r2
11,1119,0.7529304333866362,0.8388516939958698,88.0,88.0,pipeline,0.03173786933725469,0.7458187887309177,0.8,0.8,rule_based,0.0012172873872930978,False,rule_based_controller_r2
12,1207,0.7599849078041773,0.8447613455648348,88.0,88.0,pipeline,0.05641557090974139,0.5258340335549675,0.8,0.8,rule_based,0.0070544744175410345,False,rule_based_controller_r2
13,1295,0.75558788404623,0.840861802774558,88.0,88.0,pipeline,0.3167696695119895,0.6209203364165146,0.8,0.8,rule_based,-0.00439702375794726,False,rule_based_controller_r2
14,1383,0.7477729132528106,0.8341283328929204,88.0,88.0,pipeline,0.125027572573741,0.7968978607968524,0.8,0.8,rule_based,-0.007814970793419418,False,rule_based_controller_r2
15,1383,0.7581603941480306,0.8434899200199497,,,,,,,,,0.010387480895220014,False,rule_based_controller_r2
1,239,0.635782730857909,0.721202899741108,88.0,88.0,pipeline,0.6266566817326881,0.4834425932244372,0.2,0.2,rule_based,,False,rule_based_controller_r3
2,327,0.7025691897954319,0.7937438416328839,88.0,88.0,pipeline,0.6901503382130634,0.5311334893186705,0.25,0.25,rule_based,0.06678645893752289,False,rule_based_controller_r3
3,415,0.6988392987458789,0.7888297277279408,88.0,88.0,pipeline,0.6380678633057096,0.5123133206340007,0.1,0.1,rule_based,-0.0037298910495530135,False,rule_based_controller_r3
4,503,0.7271146031093854,0.8157044274542308,88.0,88.0,pipeline,0.5737476923798138,0.6797835910948926,0.55,0.55,rule_based,0.02827530436350645,False,rule_based_controller_r3
5,591,0.7435304642456075,0.8305898346354736,88.0,88.0,pipeline,0.47891829643479866,0.45728484873621045,0.55,0.55,rule_based,0.016415861136222176,False,rule_based_controller_r3
6,679,0.7415501458424117,0.8286295972953545,88.0,88.0,pipeline,0.655613103277188,0.4265492931253915,0.4,0.4,rule_based,-0.001980318403195791,False,rule_based_controller_r3
7,767,0.7507487854719839,0.8368741441242483,88.0,88.0,pipeline,0.5264852810360849,0.6395130819328787,0.55,0.55,rule_based,0.009198639629572125,False,rule_based_controller_r3
8,855,0.7526607089285442,0.8384069940646779,88.0,88.0,pipeline,0.34227804583567756,0.757483249021989,0.8500000000000001,0.8500000000000001,rule_based,0.0019119234565603271,False,rule_based_controller_r3
9,943,0.758045024498039,0.843095411022818,88.0,88.0,pipeline,0.25294004148808363,0.8254628762293482,0.8500000000000001,0.8500000000000001,rule_based,0.005384315569494813,False,rule_based_controller_r3
10,1031,0.7616604433545764,0.8460183427766896,88.0,88.0,pipeline,0.17917113912736726,0.7920561509063155,0.8500000000000001,0.8500000000000001,rule_based,0.003615418856537378,False,rule_based_controller_r3
11,1119,0.7568779219175497,0.8420709619768937,88.0,88.0,pipeline,0.20527446337780716,0.7717621076769962,0.7000000000000001,0.7000000000000001,rule_based,-0.004782521437026732,False,rule_based_controller_r3
12,1207,0.7560277411143824,0.8413299771408398,88.0,88.0,pipeline,0.18052023450043647,0.6601474331910151,0.7000000000000001,0.7000000000000001,rule_based,-0.0008501808031672331,False,rule_based_controller_r3
13,1295,0.7511374948094931,0.8370240760996537,88.0,88.0,pipeline,0.46953555408736725,0.5577926400834582,0.7000000000000001,0.7000000000000001,rule_based,-0.004890246304889323,False,rule_based_controller_r3
14,1383,0.7527645250072865,0.838446274521607,88.0,88.0,pipeline,0.2954518983398085,0.7689299147983264,0.8500000000000001,0.8500000000000001,rule_based,0.001627030197793422,False,rule_based_controller_r3
15,1383,0.7546724047012953,0.8404553630807773,,,,,,,,,0.0019078796940087406,False,rule_based_controller_r3
1,239,0.6046101352457187,0.682590782456361,88.0,88.0,pipeline,0.6021334567529525,0.6770615955785114,0.0,,,,False,uncertainty_only
2,327,0.6776519706524039,0.7679700198931103,88.0,88.0,pipeline,0.7078131763651954,0.4144441245744423,0.0,,,0.07304183540668518,False,uncertainty_only
3,415,0.7083739944012828,0.7985000983240116,88.0,88.0,pipeline,0.5949311968183569,0.42100851500612035,0.0,,,0.03072202374887889,False,uncertainty_only
4,503,0.7254129040649571,0.8142918154879178,88.0,88.0,pipeline,0.6689126043735706,0.45491153124216355,0.0,,,0.017038909663674273,False,uncertainty_only
5,591,0.7377494141905518,0.8255455111975083,88.0,88.0,pipeline,0.45374016622203134,0.517602564742698,0.0,,,0.01233651012559478,False,uncertainty_only
6,679,0.7498095505862907,0.8359739064272523,88.0,88.0,pipeline,0.7255355108712948,0.5536694226519869,0.0,,,0.012060136395738885,False,uncertainty_only
7,767,0.7322923843884148,0.8205709582545015,88.0,88.0,pipeline,0.7239375182503072,0.20251689182484103,0.0,,,-0.01751716619787591,False,uncertainty_only
8,855,0.7405760287121129,0.8277904170276135,88.0,88.0,pipeline,0.7182292439777496,0.5726292412836647,0.0,,,0.008283644323698103,False,uncertainty_only
9,943,0.7488924333140446,0.8351700571731466,88.0,88.0,pipeline,0.3875000050892409,0.24694902957978718,0.0,,,0.008316404601931726,False,uncertainty_only
10,1031,0.7583003891201529,0.8432922738823122,88.0,88.0,pipeline,0.6285760706063784,0.3968143666283297,0.0,,,0.009407955806108204,False,uncertainty_only
11,1119,0.7585333470405948,0.8433196789736808,88.0,88.0,pipeline,0.6602400364916262,0.37552471582385716,0.0,,,0.0002329579204419785,False,uncertainty_only
12,1207,0.7631448158066011,0.8474278801436513,88.0,88.0,pipeline,0.5808263749448643,0.5072466543654272,0.0,,,0.004611468766006266,False,uncertainty_only
13,1295,0.7594775313248308,0.8441952869120224,88.0,88.0,pipeline,0.5105666469976149,0.37703784607602536,0.0,,,-0.0036672844817703387,False,uncertainty_only
14,1383,0.7621027459185156,0.8465215294270487,88.0,88.0,pipeline,0.6481897322946075,0.31516672830610354,0.0,,,0.0026252145936848104,False,uncertainty_only
15,1383,0.7595223128250272,0.8442128771764246,,,,,,,,,-0.0025804330934883213,False,uncertainty_only
